"id","name","road_nr","latitude","longitude","country_code","cost"
"459","A40_19","A41","46.097934","6.090685","FR","2.2"
"460","19_18","A41","46.023880","6.097629","FR","2.2"
"461","18_17","A41","45.951520","6.118410","FR","1"
"462","17_16","A41","45.918950","6.101725","FR","0.5"
"463","16_151","A41","45.882764","6.078771","FR","0.6"
"464","151_15","A41","45.834574","6.049451","FR","0.7"
"465","15_14","A41","45.771106","5.959152","FR","1.3"
"466","14_13","A41","45.690542","5.931982","FR","0.7"
"467","13_A43","A41","45.621551","5.899276","FR","0.9"
"468","A43_22","A41","45.462997","6.011824","FR","0.6"
"469","22_23","A41","45.386921","5.984568","FR","0.9"
"470","23_24","A41","45.302076","5.925391","FR","1.7"
"471","A46_A432","A43","45.682440","5.012652","FR","1"
"472","A432_5","A43","45.660607","5.072436","FR","1"
"473","5_6","A43","45.643020","5.142823","FR","0.4"
"474","7_8","A43","45.603494","5.255605","FR","0.6"
"475","8_A48","A43","45.572658","5.315402","FR","0.25"
"476","A48_9","A43","45.559822","5.388342","FR","0.85"
"477","9_91","A43","45.559018","5.451160","FR","0.3"
"478","91_10","A43","45.570427","5.589655","FR","1.3"
"479","10_11","A43","45.573728","5.647013","FR","0.4"
"480","11_12","A43","45.557290","5.722968","FR","1.4"
"481","12_13","A43","45.588672","5.856453","FR","1.5"
"482","20_21","A43","45.519411","5.983048","FR","1"
"483","21_A41","A43","45.496891","6.020939","FR","0.4"
"484","A41_22","A43","45.482825","6.038744","FR","0.4"
"485","22_23","A43","45.507388","6.091379","FR","1.1"
"486","23_A430","A43","45.557500","6.189096","FR","0.45"
"487","A430_24","A43","45.562233","6.233975","FR","0.15"
"488","24_25","A43","45.541155","6.300910","FR","1.8"
"489","25_26","A43","45.410998","6.270796","FR","2.2"
"490","26_27","A43","45.316595","6.326778","FR","1"
"491","28_29","A43","45.246423","6.417791","FR","0.8"
"492","29_30","A43","45.203865","6.544183","FR","1.8"
"493","Tunnel du Frejus","N543","45.151249","6.683708","FR","43.5"
"494","A43_24","A430","45.590935","6.275823","FR","1.35"
"495","A43_9","A48","45.522173","5.410348","FR","2.45"
"496","9_10","A48","45.357054","5.520694","FR","1"
"497","10_11","A48","45.336944","5.579561","FR","0.4"
"498","11_A49","A48","45.306264","5.620019","FR","0.35"
"499","A49_12","A48","45.286906","5.620594","FR","0.75"
"500","A48_11","A49","45.299085","5.565172","FR","0.95"
"501","11_10","A49","45.227627","5.481860","FR","1.5"
"502","10_9","A49","45.182694","5.402931","FR","1.1"
"503","9_8","A49","45.081400","5.214471","FR","1.3"
"504","8_7","A49","45.044499","5.153800","FR","2.2"
"505","12_13","A51","45.065378","5.681977","FR","3.4"
"506","11_12","A7","45.423785","4.826854","FR","3.3"
"507","12_13","A7","45.187558","4.879661","FR","2.6"
"508","13_14","A7","45.002785","4.875767","FR","0.7"
"509","14_15","A7","44.907582","4.876757","FR","0.7"
"510","15_16","A7","44.780594","4.816736","FR","1.6"
"511","16_17","A7","44.714324","4.785175","FR","0.7"
"512","17_18","A7","44.579906","4.805399","FR","1.7"
"513","18_19","A7","44.414101","4.731087","FR","1.7"
"514","19_20","A7","44.276390","4.730021","FR","1.1"
"515","20_21","A7","44.146080","4.775790","FR","0.6"
"516","21_22","A7","44.118166","4.805208","FR","0.3"
"517","22_23","A7","43.996064","4.887155","FR","1.3"
"518","23_24","A7","43.956519","4.904951","FR","0.8"
"519","24_25","A7","43.863231","4.972834","FR","0.9"
"520","25_26","A7","43.772576","5.065802","FR","0.8"
"521","26_27","A7","43.730354","5.089554","FR","0.6"
"522","27_A54","A7","43.642026","5.114342","FR","0.35"
"523","A54_A8","A7","43.604356","5.151560","FR","1"
"524","A8_28","A7","43.534562","5.218972","FR","0.95"
"525","A7_15","A54","43.626643","5.120688","FR","0.05"
"526","15_14","A54","43.625973","5.091902","FR","0.5"
"527","14_13","A54","43.632263","5.046144","FR","0.5"
"528","13_12","A54","43.638877","4.992672","FR","1.5"
"529","3_2","A54","43.732501","4.472858","FR","1.3"
"530","2_1","A54","43.794946","4.392981","FR","0.7"
"531","1_A9","A54","43.806422","4.366658","FR","0.3"
"532","24_23","A51","44.418023","5.973702","FR","2.8"
"533","23_22","A51","44.205181","5.940992","FR","0.8"
"534","22_21","A51","44.144225","5.969172","FR","0.6"
"535","21_20","A51","44.086080","5.986174","FR","0.8"
"536","20_19","A51","44.020883","5.946400","FR","1.5"
"537","19_18","A51","43.870189","5.871458","FR","1.4"
"538","18_17","A51","43.769753","5.789920","FR","1.5"
"539","17_15","A51","43.657737","5.590444","FR","2"
"540","15_14","A51","43.637951","5.493213","FR","1.3"
"541","A7_29","A8","43.553642","5.302140","FR","1.9"
"542","31_32","A8","43.510704","5.497000","FR","0.9"
"543","32_A52","A8","43.481703","5.550731","FR","1.4"
"544","A52_33","A8","43.470141","5.661681","FR","1.1"
"545","33_34","A8","43.471650","5.800716","FR","1.1"
"546","34_35","A8","43.425860","5.950158","FR","1.6"
"547","35_A57","A8","43.407801","6.183675","FR","2.2"
"548","A57_36","A8","43.420846","6.467159","FR","2.1"
"549","36_37","A8","43.462901","6.618207","FR","1.5"
"550","37_38","A8","43.457908","6.705695","FR","0.7"
"551","38_39","A8","43.524249","6.778894","FR","2.7"
"552","39_40","A8","43.534041","6.879140","FR","1.4"
"553","42_44","A8","43.595702","7.048395","FR","1.5"
"554","44_46","A8","43.614079","7.113133","FR","1.5"
"555","47_48","A8","43.654577","7.146056","FR","0.1"
"556","48_49","A8","43.662241","7.170445","FR","0.7"
"557","511_52","A8","43.698532","7.188606","FR","0.5"
"558","52_54","A8","43.724207","7.229154","FR","1"
"559","55_56","A8","43.740897","7.327928","FR","1.2"
"560","57_58","A8","43.752718","7.394292","FR","1.2"
"561","A8_57","A500","43.744733","7.374778","FR","1.2"
"562","13_11","A57","43.361136","6.338671","FR","1.7"
"563","11_10","A57","43.270021","6.165098","FR","2.3"
"564","13_12","A50","43.134497","5.809839","FR","1.3"
"565","12_11","A50","43.177322","5.769687","FR","1.3"
"566","10_9","A50","43.193168","5.651743","FR","1.3"
"567","9_8","A50","43.210221","5.583463","FR","1.3"
"568","8_7","A50","43.234759","5.588201","FR","1.1"
"569","A8_33","A52","43.440619","5.574725","FR","1.1"
"570","33_A520","A52","43.358650","5.616889","FR","1.2"
"571","Tunnel du Prado-Carenage","Tunnel Prado-Carenage","43.287734","5.372163","FR","2.8"
"572","Tunnel du Prado-Sud","Tunnel Prado-Sud","43.280514","5.395862","FR","1.7"
"573","A7_22","A9","44.051003","4.765486","FR","1.1"
"574","22_23","A9","43.987573","4.680688","FR","1.3"
"575","23_24","A9","43.901081","4.525993","FR","1.5"
"576","24_25","A9","43.831287","4.398172","FR","0.6"
"577","25_26","A9","43.767009","4.269138","FR","1.6"
"578","26_27","A9","43.723226","4.150859","FR","1.5"
"579","31_32","A9","43.570216","3.855899","FR","1.1"
"580","32_33","A9","43.514199","3.747043","FR","1.5"
"581","33_34","A9","43.421829","3.538257","FR","1.7"
"582","34_35","A9","43.354567","3.336907","FR","0.75"
"583","35_36","A9","43.323970","3.270562","FR","0.55"
"584","36_37","A9","43.230941","3.122582","FR","1.8"
"585","37_38","A9","43.170436","3.014814","FR","0.4"
"586","38_A61","A9","43.161086","2.991426","FR","0.3"
"587","A61_39","A9","43.105788","2.947787","FR","1.2"
"588","39_40","A9","42.984606","2.973506","FR","0.7"
"589","40_41","A9","42.792729","2.895274","FR","1.8"
"590","41_42","A9","42.720570","2.874449","FR","1"
"591","42_43","A9","42.619317","2.855276","FR","1.4"
"592","43_ES","A9","42.515055","2.818629","FR","0.9"
"593","Tunnel du Puymorens","N20","42.546190","1.818932","FR","6.7"
"594","A9_64","A75","43.345964","3.283406","FR","0.15"
"595","Viaduc de Millau","A75","44.077333","3.022846","FR","9.8"
"596","A9_25","A61","43.157971","2.856871","FR","1.4"
"597","25_24","A61","43.179430","2.552947","FR","2.3"
"598","24_23","A61","43.192246","2.371718","FR","0.7"
"599","23_22","A61","43.220994","2.183068","FR","1.6"
"600","22_21","A61","43.264689","2.015981","FR","1.3"
"601","21_20","A61","43.355797","1.800740","FR","1.6"
"602","20_A66","A61","43.405995","1.674414","FR","0.45"
"603","A66_191","A61","43.445555","1.607311","FR","0.55"
"604","191_19","A61","43.510525","1.529607","FR","1.2"
"605","A61_1","A66","43.405653","1.646592","FR","0.45"
"606","1_2","A66","43.300822","1.659103","FR","1.7"
"607","2_3","A66","43.191251","1.628044","FR","1.1"
"608","1_2","A68","43.654873","1.535565","FR","1.5"
"609","36_35","A64","43.496568","1.336778","FR","1.8"
"610","20_19","A64","43.119909","0.923858","FR","1.4"
"611","19_18","A64","43.133499","0.832827","FR","0.7"
"612","18_17","A64","43.114688","0.659075","FR","1.4"
"613","17_16","A64","43.096341","0.554202","FR","1.6"
"614","16_15","A64","43.100325","0.372324","FR","0.4"
"615","15_14","A64","43.163968","0.259032","FR","0.4"
"616","14_13","A64","43.198970","0.210250","FR","0.5"
"617","13_12","A64","43.213274","0.077552","FR","0.6"
"618","12_11","A64","43.242155","-0.098288","FR","1.7"
"619","11_10","A64","43.309871","-0.251402","FR","1.1"
"620","10_91","A64","43.343683","-0.393254","FR","0.4"
"621","91_A65","A64","43.348404","-0.431612","FR","0.25"
"622","A65_9","A64","43.381116","-0.502157","FR","0.85"
"623","9_8","A64","43.438875","-0.642831","FR","1.5"
"624","8_7","A64","43.477223","-0.795960","FR","1.3"
"625","7_6","A64","43.512233","-1.004527","FR","1.5"
"626","6_5","A64","43.528718","-1.197550","FR","0.5"
"627","5_4","A64","43.487438","-1.255089","FR","1.1"
"628","1_2","A63","43.352783","-1.717615","FR","1.7"
"629","2_3","A63","43.374331","-1.651659","FR","0.7"
"630","3_4","A63","43.418789","-1.602009","FR","1.2"
"631","4_5","A63","43.455679","-1.524814","FR","1.2"
"632","5_51","A63","43.471720","-1.463451","FR","0.8"
"633","7_8","A63","43.574116","-1.428652","FR","1.8"
"634","8_9","A63","43.681364","-1.286762","FR","1.8"
"635","11_12","A63","43.869624","-1.148626","FR","3.6"
"636","17_18","A63","44.396448","-0.825169","FR","3.6"
"637","A64_9","A65","43.427528","-0.439886","FR","2.85"
"638","9_8","A65","43.508514","-0.282559","FR","1.6"
"639","8_7","A65","43.639566","-0.298668","FR","2.1"
"640","6_4","A65","43.831835","-0.321160","FR","3.5"
"641","4_3","A65","44.001615","-0.354988","FR","1.4"
"642","3_2","A65","44.099473","-0.283103","FR","3.5"
"643","2_1","A65","44.373321","-0.230179","FR","2.3"
"644","1_A62","A65","44.513268","-0.200372","FR","1.65"
"645","A620_11","A62","43.674112","1.416613","FR","1.1"
"646","11_101","A62","43.742312","1.390363","FR","0.7"
"647","101_10","A62","43.851740","1.319436","FR","1.7"
"648","10_9","A62","44.010212","1.212594","FR","2"
"649","9_8","A62","44.048016","0.986030","FR","1.6"
"650","8_7","A62","44.101196","0.773150","FR","2"
"651","7_6","A62","44.202808","0.496322","FR","2.6"
"652","6_5","A62","44.387519","0.199784","FR","2"
"653","5_4","A62","44.478600","0.023592","FR","1.4"
"654","4_A65","A62","44.535435","-0.114842","FR","1.15"
"655","A65_3","A62","44.531374","-0.228772","FR","0.55"
"656","3_2","A62","44.576019","-0.321602","FR","1"
"657","2_11","A62","44.664820","-0.463010","FR","1.2"
"658","60_59","A20","44.085976","1.421589","FR","1.5"
"659","59_58","A20","44.257757","1.508063","FR","2.1"
"660","58_57","A20","44.478512","1.504538","FR","2.2"
"661","57_56","A20","44.544433","1.515291","FR","2.1"
"662","56_55","A20","44.772758","1.537820","FR","2.4"
"663","55_54","A20","44.970264","1.520019","FR","1.3"
"664","54_53","A20","45.039405","1.523248","FR","0.7"
"665","9_10","A89","44.918482","-0.261224","FR","1.2"
"666","10_11","A89","44.981698","-0.171230","FR","1.4"
"667","11_12","A89","45.004176","0.013392","FR","2"
"668","12_13","A89","45.003008","0.254947","FR","1.7"
"669","13_131","A89","45.036960","0.404301","FR","0.7"
"670","131_14","A89","45.122676","0.522568","FR","2.6"
"671","16_17","A89","45.176456","0.965633","FR","4.1"
"672","17_18","A89","45.166551","1.268658","FR","3.2"
"673","18_19","A89","45.161146","1.398230","FR","1"
"674","191_20","A89","45.308995","1.696479","FR","1.3"
"675","20_21","A89","45.312967","1.802458","FR","0.7"
"676","21_22","A89","45.347630","1.910147","FR","1.6"
"677","22_23","A89","45.460911","2.099232","FR","2.3"
"678","23_24","A89","45.539729","2.357099","FR","1.5"
"679","24_25","A89","45.627423","2.499035","FR","2.2"
"680","25_26","A89","45.764228","2.730002","FR","2.1"
"681","26_27","A89","45.880300","2.912932","FR","1.8"
"682","27_A71","A89","45.963476","3.026872","FR","1"
"683","A710_28","A89","45.837065","3.303603","FR","1.6"
"684","28_29","A89","45.849774","3.445272","FR","0.8"
"685","29_30","A89","45.875025","3.565450","FR","1"
"686","30_31","A89","45.846939","3.755355","FR","1.3"
"687","31_32","A89","45.876838","3.868167","FR","1.9"
"688","32_A72","A89","45.842904","4.088585","FR","0.6"
"689","A72_33","A89","45.823985","4.128020","FR","0.5"
"690","33_34","A89","45.869622","4.283647","FR","2.3"
"691","34_35","A89","45.880933","4.467325","FR","0.9"
"692","35_36","A89","45.865601","4.609654","FR","1.8"
"693","A89_6","A72","45.791439","4.136044","FR","0.7"
"694","6_7","A72","45.673635","4.156862","FR","1"
"695","7_8","A72","45.578120","4.216239","FR","1.2"
"696","39_38","A10","45.143648","-0.480279","FR","3.5"
"697","38_37","A10","45.329623","-0.567349","FR","1"
"698","37_36","A10","45.495683","-0.613724","FR","1.8"
"699","36_35","A10","45.682854","-0.644464","FR","1.5"
"700","A837_34","A10","45.884812","-0.617055","FR","2.2"
"701","34_33","A10","46.164566","-0.513078","FR","2.3"
"702","33_32","A10","46.267025","-0.411092","FR","0.8"
"703","32_A83","A10","46.316741","-0.348369","FR","0.45"
"704","A83_31","A10","46.372710","-0.213788","FR","1.45"
"705","31_30","A10","46.509639","0.128797","FR","2.7"
"706","30_29","A10","46.584932","0.295309","FR","1.1"
"707","29_28","A10","46.653284","0.355360","FR","0.8"
"708","28_27","A10","46.733042","0.400962","FR","1.5"
"709","27_26","A10","46.817822","0.515622","FR","0.6"
"710","26_25","A10","46.968480","0.547563","FR","2.4"
"711","25_241","A10","47.171589","0.635499","FR","3.9"
"712","20_19","A10","47.426685","0.733843","FR","0.9"
"713","A28_18","A10","47.505027","0.870785","FR","2.8"
"714","18_17","A10","47.616373","1.206870","FR","2.7"
"715","17_16","A10","47.668671","1.391423","FR","1.6"
"716","16_15","A10","47.739244","1.524770","FR","1.3"
"717","15_A71","A10","47.895651","1.777731","FR","1.7"
"718","A71_14","A10","47.930041","1.849411","FR","0.5"
"719","14_A19","A10","48.005281","1.848318","FR","1.25"
"720","A19_13","A10","48.050876","1.841879","FR","0.55"
"721","13_12","A10","48.134954","1.854383","FR","1"
"722","12_11","A10","48.373286","1.885852","FR","2.6"
"723","11_A11","A10","48.490599","1.911517","FR","3.7"
"724","10_N104","A10","48.611748","2.110474","FR","1.6"
"725","A10_34","A837","45.891411","-0.747344","FR","4"
"726","A837_D137","D739","45.954102","-0.879590","FR","0.7"
"727","15_14","A71","45.819456","3.156521","FR","0.7"
"728","14_13","A71","45.866974","3.157339","FR","0.7"
"729","13_A89","A71","45.942306","3.123847","FR","0.8"
"730","A89_121","A71","45.990508","3.109707","FR","0.3"
"731","121_12","A71","46.044717","3.112421","FR","0.95"
"732","12_11","A71","46.192870","3.108234","FR","2.55"
"733","11_10","A71","46.345780","2.869548","FR","1.7"
"734","10_9","A71","46.447700","2.689827","FR","1"
"735","9_8","A71","46.575175","2.531382","FR","2.2"
"736","8_7","A71","46.956227","2.418589","FR","3.2"
"737","7_6","A71","47.125625","2.190525","FR","2.7"
"738","6_A20","A71","47.224837","2.106863","FR","0.3"
"739","A20_5","A71","47.277283","2.042917","FR","0.4"
"740","5_4","A71","47.395947","2.040166","FR","1.3"
"741","4_3","A71","47.492728","2.006634","FR","1.3"
"742","3_2","A71","47.722497","1.888796","FR","2.6"
"743","2_1","A71","47.891700","1.856398","FR","0.9"
"744","1_A10","A71","47.900009","1.847699","FR","0.3"
"745","A71_13","A719","46.098224","3.135696","FR","0.75"
"746","15_16","A719","46.134092","3.302889","FR","1"
"747","A71_35","A714","46.395756","2.709530","FR","0.9"
"748","A71_14","A85","47.295536","1.894837","FR","2.6"
"749","14_13","A85","47.337636","1.655007","FR","2"
"750","13_12","A85","47.317842","1.436912","FR","1"
"751","12_11","A85","47.294948","1.143863","FR","3.2"
"752","11_10","A85","47.303949","0.851083","FR","1.5"
"753","10_A10","A85","47.313760","0.759869","FR","1.4"
"754","7_5","A85","47.321809","0.334087","FR","2.3"
"755","5_3","A85","47.277336","0.042933","FR","1.5"
"756","3_2","A85","47.365000","-0.083250","FR","1"
"757","2_1","A85","47.422628","-0.140212","FR","0.7"
"758","1_A11","A85","47.496287","-0.277152","FR","1.65"
"759","A10_11","A83","46.350731","-0.328411","FR","0.25"
"760","11_10","A83","46.391370","-0.374454","FR","0.6"
"761","10_9","A83","46.428444","-0.525932","FR","1.6"
"762","9_8","A83","46.418832","-0.759382","FR","1"
"763","8_71","A83","46.455568","-0.867378","FR","0.4"
"764","71_7","A83","46.480420","-0.945717","FR","1.4"
"765","7_6","A83","46.558223","-1.100537","FR","1.1"
"766","6_5","A83","46.712393","-1.156844","FR","1.6"
"767","5_A87","A83","46.799322","-1.201879","FR","0.15"
"768","A87_4","A83","46.885835","-1.292509","FR","1.95"
"769","4_2","A83","47.062008","-1.427300","FR","2"
"770","30_A83","A87","46.757276","-1.268068","FR","2.45"
"771","A83_29","A87","46.850679","-1.145460","FR","1.25"
"772","29_28","A87","46.927533","-1.019277","FR","0.6"
"773","28_27","A87","46.962199","-0.925719","FR","1"
"774","27_26","A87","47.059001","-0.830332","FR","0.8"
"775","26_25","A87","47.184212","-0.779896","FR","1.6"
"776","25_24","A87","47.243346","-0.665597","FR","2.1"
"777","24_23","A87","47.363388","-0.574267","FR","0.7"
"778","A11_D178","D178","47.291559","-1.480407","FR","0.6"
"779","A11_A811","A811","47.291157","-1.480472","FR","0.6"
"780","22_20","A11","47.336888","-1.388848","FR","3.1"
"781","20_19","A11","47.422041","-1.040233","FR","4.6"
"782","19_18","A11","47.441601","-0.750034","FR","1.8"
"783","18_17","A11","47.481707","-0.665907","FR","0.6"
"784","13_A85","A11","47.530143","-0.345204","FR","1.85"
"785","A85_12","A11","47.552776","-0.334719","FR","0.25"
"786","12_11","A11","47.612629","-0.295334","FR","1.2"
"787","11_10","A11","47.717639","-0.251154","FR","1.2"
"788","10_9","A11","47.875187","-0.117652","FR","3.1"
"789","9_8","A11","47.993623","0.075504","FR","1"
"790","8_A81","A11","48.029446","0.134486","FR","0.35"
"791","A81_7","A11","48.048570","0.161671","FR","0.35"
"792","7_6","A11","48.057416","0.241309","FR","0.65"
"793","6_5","A11","48.076525","0.477930","FR","3.85"
"794","5_4","A11","48.195575","0.865343","FR","2.3"
"795","4_31","A11","48.273908","1.170762","FR","1.7"
"796","31_3","A11","48.325520","1.370951","FR","1.4"
"797","3_2","A11","48.383097","1.489121","FR","1.6"
"798","2_1","A11","48.508813","1.735011","FR","2.4"
"799","1_A10","A11","48.539461","1.889690","FR","3.4"
"800","5_4","A81","48.086286","-0.881469","FR","2.1"
"801","4_3","A81","48.110061","-0.750524","FR","0.9"
"802","3_2","A81","48.074067","-0.596670","FR","2"
"803","2_1","A81","48.014882","-0.303727","FR","1.3"
"804","1_A11","A81","48.029883","-0.004803","FR","3.05"
"805","A10_27","A28","47.483826","0.679698","FR","1.7"
"806","27_26","A28","47.654473","0.445865","FR","3.9"
"807","26_25","A28","47.784243","0.308960","FR","1.4"
"808","25_24","A28","47.897831","0.304832","FR","1.4"
"809","24_23","A28","47.980973","0.330202","FR","0.6"
"810","23_A11","A28","48.022399","0.292310","FR","0.65"
"811","22_21","A28","48.179749","0.161775","FR","1.8"
"812","21_20","A28","48.279467","0.156972","FR","0.9"
"813","20_19","A28","48.363336","0.099106","FR","0.7"
"814","19_18","A28","48.429156","0.138357","FR","0.5"
"815","18_17","A28","48.547588","0.173837","FR","3.25"
"816","17_16","A28","48.716825","0.256146","FR","4.15"
"817","16_15","A28","48.916516","0.404706","FR","2.5"
"818","15_14","A28","49.098816","0.503132","FR","1.2"
"819","14_13","A28","49.184497","0.761396","FR","2.6"
"820","13_A13","A28","49.308427","0.811925","FR","1.4"
"821","17_16","A88","48.632116","0.192102","FR","1.05"
"822","16_15","A88","48.643798","0.160419","FR","3.3"
"823","13_12","A88","48.762242","-0.092492","FR","3.6"
"824","D613_A13","A813","49.152773","-0.239845","FR","0.35"
"825","N814_A813","A13","49.168199","-0.257467","FR","0.35"
"826","A813_30","A13","49.171667","-0.212350","FR","0.35"
"827","30_29","A13","49.205963","-0.162183","FR","1.7"
"828","29_29a","A13","49.247196","0.033375","FR","1.7"
"829","A132_A29","A13","49.301644","0.277599","FR","0.55"
"830","A29_28","A13","49.326238","0.334866","FR","0.85"
"831","28_26","A13","49.387002","0.561539","FR","1"
"832","26_25","A13","49.370383","0.732560","FR","2.9"
"833","25_A28","A13","49.364392","0.824846","FR","1.6"
"834","20_19","A13","49.281762","1.127470","FR","1.05"
"835","19_18","A13","49.204859","1.223402","FR","0.55"
"836","18_17","A13","49.175869","1.244301","FR","2"
"837","14_13","A13","49.007323","1.599346","FR","2.7"
"838","Duplex_A13","A13","48.829761","2.147493","FR","1"
"839","Tunnel Duplex A86","A86","48.830292","2.149593","FR","0.5"
"840","Tunnel Duplex A86 1","A86","48.856361","2.156254","FR","5.5"
"841","Tunnel Duplex A86 2","A86","48.820113","2.154642","FR","6"
"842","6b_6","A14","48.915178","2.034524","FR","2.6"
"843","6_5","A14","48.912589","2.105496","FR","5.7"
"844","Herrentunnel","104","53.901003","10.773752","DE","1.5"
"845","Warnowtunnel","105","54.135370","12.094831","DE","2.4"
"846","Weeford Park","M6 Toll","52.623301","-1.799518","GB","6.47"
"847","Great Wyrley","M6 Toll","52.667126","-2.000857","GB","6.47"
"848","T2_Langley Mill","M6 Toll","52.565460","-1.768182","GB","4.71"
"849","Langley Mill_T2","M6 Toll","52.567662","-1.766513","GB","4.71"
"850","Weeford Junction","M6 Toll","52.640176","-1.807528","GB","4.71"
"851","Shenstone","M6 Toll","52.649814","-1.834892","GB","4.71"
"852","Burntwood","M6 Toll","52.663792","-1.931241","GB","4.71"
"853","Aldwark Bridge","Boat Lane","54.053496","-1.288050","GB","0.48"
"854","Batheaston Bridge","Mill Lane","51.401470","-2.325458","GB","0.71"
"855","Cartford Bridge","Cartford Lane","53.860856","-2.880498","GB","0.48"
"856","Cleddau Bridge","A477","51.706918","-4.933653","GB","0.89"
"857","Clifton Suspension Bridge","B3129","51.454874","-2.628188","GB","0.59"
"858","Dartford Tunnel","A282","51.465284","0.256912","GB","2.36"
"859","Dunham Bridge","A57","53.260817","-0.773094","GB","0.36"
"860","Humber Bridge","A15","53.706015","-0.449901","GB","1.77"
"861","Itchen Bridge","A3025","50.898884","-1.385027","GB","0.71"
"862","Kingsland Bridge","Kingsland Road","52.704367","-2.758964","GB","0.36"
"863","Mersey Tunnel","A59","53.408578","-3.032255","GB","1.77"
"864","Middlesbrough Council Transporter Bridge","Ferry Road","54.583692","-1.228833","GB","1.42"
"865","Newport Transporter Bridge","Stephenson Street","51.570289","-2.984147","GB","1.18"
"866","Severn Bridge","M48","51.610019","-2.640430","GB","7.76"
"867","Second Severn Crossing","M4","51.573818","-2.698248","GB","7.76"
"868","Swinford Bridge","B4044","51.774410","-1.359267","GB","0.06"
"869","Tamar Bridge","A38","50.408188","-4.203276","GB","1.77"
"870","Tyne Tunnel","A19","54.988236","-1.484859","GB","1.89"
"871","Warburton Bridge","Mill Lane","53.394715","-2.449049","GB","0.15"
"872","Whitchurch Bridge","Whitchurch Road","51.486783","-1.085121","GB","0.48"
"873","Whitney Bridge","B4350","52.120167","-3.083843","GB","0.95"
"874","Tyria","A2","39.540284","20.674320","GR","2.4"
"875","Malakasi","A2","39.789634","21.266137","GR","2.4"
"876","Polymylos","A2","40.367197","22.060362","GR","2.4"
"877","Malgara","A1","40.602400","22.698182","GR","1.2"
"878","Analipsi","A2","40.706882","23.191491","GR","2.4"
"879","Moustheni","A2","40.858210","24.162308","GR","2.4"
"880","Iasmos","A2","41.120484","25.080099","GR","2.4"
"881","Promachonas","A25","41.375711","23.362039","GR","2.4"
"882","Kleidi (Aiginio)","A1","40.519569","22.572719","GR","2.2"
"883","Leptokarya","A1","40.053875","22.558968","GR","2"
"884","Pyrgetos","A1","39.909064","22.624343","GR","2"
"885","Makrychori","A1","39.804425","22.502637","GR","1.4"
"886","Makrychori_T","A1","39.796775","22.500175","GR","0.8"
"887","Gyrtoni","A1","39.741929","22.475875","GR","0.7"
"888","Moschochori","A1","39.523015","22.556743","GR","4"
"889","Pelasgia","A1","38.920293","22.846306","GR","3.5"
"890","Tragana (ramp)","A1","38.623025","23.117963","GR","3.15"
"891","Tragana","A1","38.616497","23.148326","GR","3.9"
"892","Thiva","A1","38.370906","23.286873","GR","3.9"
"893","Thiva (ramp)","A1","38.365856","23.331432","GR","1.55"
"894","Inofyta","A1","38.294184","23.670289","GR","0.65"
"895","Malakasa","A1","38.239262","23.776117","GR","2.05"
"896","Kapandriti","A1","38.218623","23.852675","GR","1.2"
"897","Afidnes","A1","38.176163","23.854205","GR","3.35"
"898","3","A6","38.093187","23.591318","GR","2.8"
"899","4_3","A6","38.091207","23.620422","GR","2.8"
"900","4_5","A6","38.088480","23.620918","GR","2.8"
"901","5_4","A6","38.080408","23.677598","GR","2.8"
"902","5_6","A6","38.076764","23.678197","GR","2.8"
"903","6_5","A6","38.072215","23.708608","GR","2.8"
"904","6_7","A6","38.069335","23.711747","GR","2.8"
"905","7_6","A6","38.068185","23.732336","GR","2.8"
"906","7_8","A6","38.065473","23.733465","GR","2.8"
"907","8_7","A6","38.063921","23.747881","GR","2.8"
"908","8_9","A6","38.060245","23.750945","GR","2.8"
"909","9_8","A6","38.059150","23.769700","GR","2.8"
"910","9_10","A6","38.055598","23.771919","GR","2.8"
"911","10_9","A6","38.052917","23.782236","GR","2.8"
"912","10_11","A6","38.047726","23.784905","GR","2.8"
"913","11_10","A6","38.043592","23.803147","GR","2.8"
"914","11_12","A6","38.040647","23.803805","GR","2.8"
"915","12_11","A6","38.034503","23.822788","GR","2.8"
"916","12_13 Soudas","A6","38.027488","23.826804","GR","2.8"
"917","12_13 Theodosiou","A6","38.027045","23.827251","GR","2.8"
"918","13_12 Periferiaki Imittou","A6","38.027427","23.831192","GR","2.8"
"919","13_12 Iraklitou","A6","38.025559","23.835247","GR","2.8"
"920","13_14","A6","38.022946","23.835839","GR","2.8"
"921","14_13","A6","38.016830","23.867350","GR","2.8"
"922","15_14","A6","38.008474","23.870142","GR","2.8"
"923","15_16","A6","38.004539","23.868489","GR","2.8"
"924","16_15","A6","37.995452","23.874232","GR","2.8"
"925","16_17","A6","37.994245","23.871061","GR","2.8"
"926","17_16","A6","37.982531","23.871503","GR","2.8"
"927","17_18","A6","37.979655","23.868957","GR","2.8"
"928","18_17","A6","37.956327","23.887842","GR","2.8"
"929","18_19","A6","37.953254","23.884689","GR","2.8"
"930","19","A6","37.938514","23.887713","GR","2.8"
"931","Elefsina","A8","38.042268","23.495983","GR","2.1"
"932","Nea Peramos_Isthmos","A8","38.020105","23.425527","GR","1.4"
"933","Isthmos_Nea Peramos","A8","38.018816","23.428259","GR","1.4"
"934","Pachi_Isthmos","A8","37.987014","23.348507","GR","0.9"
"935","Isthmos_Pachi","A8","37.984363","23.350964","GR","0.9"
