"id","name","road_nr","latitude","longitude","country_code","cost"
"2063","Jagodina_Cuprija","A1","43.963297","21.328051","RS","0.5"
"2064","Paracin_Pojate","A1","43.800619","21.432179","RS","0.5"
"2065","Pojate_Razanj","A1","43.744180","21.476828","RS","0.5"
"2066","Razanj_Aleksinacki Rudnici","A1","43.614380","21.597420","RS","0.5"
"2067","Aleksinac_Nis","A1","43.499087","21.757096","RS","0.5"
"2068","Doljevac_Doljevac Selo","A1","43.210962","21.837016","RS","0.75"
"2069","Doljevac Selo","A1","43.193339","21.850591","RS","0.75"
"2070","Doljevac Selo_Brestovac","A1","43.166496","21.878440","RS","0.75"
"2071","Simanovci_Pecinci","A3","44.898978","20.035076","RS","0.5"
"2072","Pecinci_Ruma","A3","44.940646","19.880422","RS","0.5"
"2073","Ruma_Sremska Mitrovica","A3","44.971097","19.766174","RS","0.5"
"2074","Sremska Mitrovica_Kuzmin","A3","45.021914","19.496545","RS","0.5"
"2075","Kuzmin_Adasevci / Morovic","A3","45.040656","19.335207","RS","0.5"
"2076","Adasevci / Morovic_Sid","A3","45.048399","19.192287","RS","0.5"
"2077","Castanares_Rubena","AP-1","42.357885","-3.597921","ES","1.3"
"2078","Rubena_Briviesca","AP-1","42.451100","-3.475757","ES","4.2"
"2079","Briviesca_Pancorbo","AP-1","42.619155","-3.185097","ES","3"
"2080","Pancorbo_Ameyugo","AP-1","42.645157","-3.083844","ES","0.9"
"2081","Ameyugo_Miranda de Ebro","AP-1","42.686108","-3.000438","ES","1.4"
"2082","Miranda de Ebro_Intercambiador","AP-1","42.704363","-2.927653","ES","0.75"
"2083","Intercambiador_Arminon","AP-1","42.706964","-2.882778","ES","0.5"
"2084","N-622_7","AP-1","42.917839","-2.687687","ES","1"
"2085","7_123","AP-1","42.991454","-2.579596","ES","2.6"
"2086","123_130","AP-1","43.043887","-2.504724","ES","1.2"
"2087","130_12","AP-1","43.082842","-2.441831","ES","0.6"
"2088","12_8","AP-1","43.103647","-2.434926","ES","0.4"
"2089","8_AP-8","AP-1","43.184704","-2.428620","ES","1.2"
"2090","23_2","AP-2","41.544809","-0.544483","ES","3"
"2091","2_3","AP-2","41.521660","-0.317965","ES","2.95"
"2092","3_4","AP-2","41.477319","0.200960","ES","5.55"
"2093","4_5","AP-2","41.502316","0.403986","ES","1.8"
"2094","5_6","AP-2","41.540831","0.508683","ES","2.35"
"2095","6_7","AP-2","41.532868","0.710854","ES","3.15"
"2096","7_8","AP-2","41.480602","0.874397","ES","1.55"
"2097","8_9","AP-2","41.409521","1.081238","ES","2.45"
"2098","9_10","AP-2","41.391488","1.221479","ES","1.75"
"2099","10_11","AP-2","41.336993","1.322645","ES","2.8"
"2100","11_12","AP-2","41.284875","1.448861","ES","1.7"
"2101","12_AP-7","AP-2","41.277511","1.510055","ES","5.1"
"2102","15_23","AP-4","37.228604","-5.910747","ES","1.2"
"2103","24_44","AP-4","37.038111","-5.927137","ES","3.7"
"2104","44_53","AP-4","36.946945","-5.965723","ES","3.7"
"2105","52_60","AP-6","40.714104","-4.182096","ES","4.45"
"2106","AP-61_AP-51","AP-6","40.743089","-4.321463","ES","2.55"
"2107","AP-51_102","AP-6","40.840239","-4.535776","ES","3.65"
"2108","FR_1","AP-7","42.448353","2.868063","ES","0.45"
"2109","1_2","AP-7","42.426691","2.865630","ES","0.4"
"2110","2_3","AP-7","42.335101","2.927199","ES","1.7"
"2111","3_4","AP-7","42.260411","2.943673","ES","1.2"
"2112","4_5","AP-7","42.143243","2.918859","ES","1.6"
"2113","5_6","AP-7","42.111557","2.912935","ES","1.8"
"2114","A-2_8","AP-7","41.926501","2.781575","ES","1.95"
"2115","8_9","AP-7","41.796438","2.746537","ES","1.55"
"2116","9_10","AP-7","41.768327","2.735341","ES","1.15"
"2117","10_11","AP-7","41.713965","2.552864","ES","1.7"
"2118","11_12","AP-7","41.650402","2.439988","ES","1.35"
"2119","12_C-60","AP-7","41.607384","2.343495","ES","0.2"
"2120","C-60_13","AP-7","41.582876","2.295082","ES","0.65"
"2121","30_AP-2","AP-7","41.303697","1.609745","ES","0.75"
"2122","AP-2_C-32","AP-7","41.250067","1.533896","ES","1.1"
"2123","31","AP-7","41.204653","1.509038","ES","1.2"
"2124","C-32_32","AP-7","41.181915","1.437132","ES","1.85"
"2125","35_37","AP-7","41.091149","1.086934","ES","0.85"
"2126","37_38","AP-7","41.020432","0.908001","ES","3.55"
"2127","38_39","AP-7","40.913703","0.826094","ES","2.05"
"2128","39_39A","AP-7","40.836341","0.742379","ES","1.45"
"2129","39A_40","AP-7","40.774546","0.639190","ES","1.35"
"2130","40_41","AP-7","40.748160","0.595692","ES","0.5"
"2131","41_42","AP-7","40.666808","0.513521","ES","3.15"
"2132","42_43","AP-7","40.533313","0.418615","ES","2.5"
"2133","43_44","AP-7","40.356646","0.315517","ES","3.25"
"2134","44_45","AP-7","40.148364","0.146182","ES","1.95"
"2135","45_46","AP-7","40.068216","0.115562","ES","2.4"
"2136","46_47","AP-7","39.994381","-0.080882","ES","1.75"
"2137","47_48","AP-7","39.971974","-0.114581","ES","1.85"
"2138","48_49","AP-7","39.832512","-0.136307","ES","1.5"
"2139","49_A-7","AP-7","39.758044","-0.207912","ES","3.2"
"2140","535_58","AP-7","39.261801","-0.408447","ES","1.85"
"2141","58_59","AP-7","39.188132","-0.404410","ES","1.9"
"2142","59_60","AP-7","39.089636","-0.254906","ES","2"
"2143","60_61","AP-7","38.993811","-0.222043","ES","2"
"2144","61_62","AP-7","38.902855","-0.120448","ES","2.5"
"2145","62_63","AP-7","38.784945","0.067411","ES","1.75"
"2146","63_64","AP-7","38.654723","0.002406","ES","2.4"
"2147","64_65","AP-7","38.602619","-0.072600","ES","1.7"
"2148","65_65A","AP-7","38.551432","-0.150963","ES","0.85"
"2149","65A_66","AP-7","38.534729","-0.192895","ES","0.9"
"2150","66_676","AP-7","38.510124","-0.261448","ES","2.65"
"2151","676_681","AP-7","38.430811","-0.431806","ES","0.85"
"2152","681_691","AP-7","38.436883","-0.484826","ES","1.1"
"2153","691_A-31","AP-7","38.388556","-0.617826","ES","1.9"
"2154","751_754","AP-7","38.004950","-0.779348","ES","3.7"
"2155","763_758","AP-7","37.926875","-0.737418","ES","3.7"
"2156","763","AP-7","37.923181","-0.740162","ES","3.7"
"2157","815_829","AP-7","37.662014","-1.154948","ES","3.85"
"2158","829_RM-3","AP-7","37.627011","-1.239519","ES","2.1"
"2159","RM-3_857","AP-7","37.553483","-1.416555","ES","1.65"
"2160","857_866","AP-7","37.528923","-1.479469","ES","1.25"
"2161","866_878","AP-7","37.464789","-1.545431","ES","1.75"
"2162","878_890","AP-7","37.424659","-1.678637","ES","1.7"
"2163","890_901","AP-7","37.369168","-1.738588","ES","1.65"
"2164","901_A-7","AP-7","37.286276","-1.831247","ES","1.55"
"2165","213_200","AP-7","36.540141","-4.672691","ES","4.6"
"2166","200","AP-7","36.506939","-4.717479","ES","7.4"
"2167","Calahoda","AP-7","36.504807","-4.719861","ES","7.4"
"2168","180_172","AP-7","36.517182","-4.983446","ES","2.7"
"2169","172_157","AP-7","36.486917","-5.046527","ES","5"
"2170","153_142","AP-7","36.399396","-5.249163","ES","1.6"
"2171","142_133","AP-7","36.350942","-5.271469","ES","1.6"
"2172","1_2","AP-8","43.327428","-1.812018","ES","0.9"
"2173","2_3","AP-8","43.315793","-1.861107","ES","1.7"
"2174","12","AP-8","43.306172","-1.883715","ES","2.35"
"2175","San Sebastian_33","AP-8","43.294962","-2.055290","ES","1.65"
"2176","33_11","AP-8","43.282828","-2.130692","ES","0.45"
"2177","11_12","AP-8","43.275081","-2.255352","ES","1.3"
"2178","12_13","AP-8","43.274873","-2.309782","ES","0.9"
"2179","13_14","AP-8","43.284024","-2.357507","ES","1.25"
"2180","14_AP-1","AP-8","43.206792","-2.419985","ES","0.75"
"2181","AP-1_15B","AP-8","43.190895","-2.443908","ES","0.2"
"2182","15B_75","AP-8","43.185579","-2.461306","ES","0.85"
"2183","75_84","AP-8","43.177040","-2.525356","ES","0.5"
"2184","88_97","AP-8","43.199749","-2.694206","ES","1.35"
"2185","100_N-637","AP-8","43.231533","-2.783094","ES","0.85"
"2186","25F_21F","AP-9","43.434893","-8.159206","ES","0.85"
"2187","21F_12F","AP-9","43.410912","-8.158328","ES","1.05"
"2188","12F_2F","AP-9","43.336943","-8.197716","ES","1.05"
"2189","2F_AP-9","AP-9","43.294777","-8.261715","ES","0.3"
"2190","12_AP-9","AP-9","43.293471","-8.298709","ES","1.15"
"2191","AP-9_16","AP-9","43.281587","-8.271243","ES","0.6"
"2192","16_41","AP-9","43.246912","-8.256117","ES","2.5"
"2193","41_59","AP-9","43.037972","-8.389518","ES","1.65"
"2194","59_67","AP-9","42.907260","-8.482222","ES","0.7"
"2195","75_93","AP-9","42.841524","-8.571217","ES","2.25"
"2196","93_104","AP-9","42.708359","-8.643684","ES","0.95"
"2197","104_110","AP-9","42.621260","-8.661682","ES","0.7"
"2198","110_119","AP-9","42.590248","-8.676617","ES","1.2"
"2199","119_129","AP-9","42.507673","-8.657778","ES","1.25"
"2200","1A_137","AP-9","42.385497","-8.639785","ES","1.05"
"2201","137_146","AP-9","42.310679","-8.665534","ES","1.55"
"2202","146_148","AP-9","42.287900","-8.660591","ES","0.2"
"2203","148_AP-9","AP-9","42.267657","-8.664615","ES","0.9"
"2204","AG-57_168","AP-9","42.163997","-8.647153","ES","1.5"
"2205","168_168B","AP-9","42.100402","-8.644025","ES","1.5"
"2206","A-6_17","AG-55","43.281685","-8.511964","ES","0.7"
"2207","17_22","AG-55","43.263328","-8.591431","ES","0.45"
"2208","22_29","AG-55","43.242823","-8.657694","ES","0.8"
"2209","11_17","AG-57","42.161335","-8.702805","ES","0.3"
"2210","17_AG-57N","AG-57","42.148582","-8.748487","ES","1.3"
"2211","AP-68_6","AP-15","42.112184","-1.711538","ES","0.15"
"2212","13_29","AP-15","42.281837","-1.707560","ES","2.7"
"2213","29_49","AP-15","42.390616","-1.715660","ES","2.7"
"2214","56_71","AP-15","42.623906","-1.629380","ES","3.6"
"2215","97_N-240A","AP-15","42.856792","-1.737696","ES","2.1"
"2216","3_29","AP-36","39.836241","-3.245782","ES","4.15"
"2217","29_52","AP-36","39.730714","-3.137456","ES","3.3"
"2218","52_74","AP-36","39.566386","-3.045849","ES","3"
"2219","74_94","AP-36","39.474440","-2.726471","ES","2.9"
"2220","94_A-43","AP-36","39.431802","-2.625338","ES","3.85"
"2221","2_8","AP-41","40.241810","-3.871403","ES","1.15"
"2222","8_16","AP-41","40.205842","-3.893818","ES","1.2"
"2223","16_25","AP-41","40.116955","-3.893269","ES","1.25"
"2224","25_28","AP-41","40.092717","-3.843011","ES","0.6"
"2225","28_34","AP-41","40.064534","-3.857228","ES","0.95"
"2226","34_44","AP-41","39.983041","-3.866154","ES","1.3"
"2227","44_A40","AP-41","39.929112","-3.897873","ES","2.2"
"2228","A-45_A-7","AP-46","36.845034","-4.483736","ES","4.95"
"2229","AP-6_104","AP-51","40.762476","-4.440875","ES","2.35"
"2230","2_15","AP-53","42.822477","-8.502899","ES","1.65"
"2231","15_24","AP-53","42.746235","-8.379971","ES","1.15"
"2232","24_33","AP-53","42.719714","-8.276455","ES","1.1"
"2233","33_41","AP-53","42.700271","-8.205771","ES","2.45"
"2234","AP-6_68","AP-61","40.762635","-4.213106","ES","0.75"
"2235","68_74","AP-61","40.800136","-4.215584","ES","0.95"
"2236","74_86","AP-61","40.868692","-4.122635","ES","2.1"
"2237","64_93","AP-66","43.029428","-5.819199","ES","4.7"
"2238","93_113","AP-66","42.822289","-5.860868","ES","3.45"
"2239","113_LE-441","AP-66","42.683290","-5.755537","ES","4.8"
"2240","Arrigorriaga_A-8","AP-68","43.201924","-2.895510","ES","1.85"
"2241","Arrigorriaga","AP-68","43.201144","-2.891688","ES","1.85"
"2242","Areta","AP-68","43.157732","-2.934167","ES","2"
"2243","2_3","AP-68","43.150016","-2.938402","ES","2"
"2244","3_4","AP-68","43.116826","-2.915269","ES","2.3"
"2245","4_5","AP-68","42.973508","-2.877938","ES","1.3"
"2246","5_6","AP-68","42.950274","-2.879030","ES","2.8"
"2247","6_7","AP-68","42.777716","-2.907760","ES","2.2"
"2248","7_8","AP-68","42.699151","-2.896809","ES","0.75"
"2249","8_9","AP-68","42.649408","-2.881741","ES","1.55"
"2250","9_10","AP-68","42.534649","-2.790967","ES","2.2"
"2251","10_11","AP-68","42.462285","-2.602209","ES","0.9"
"2252","11_12","AP-68","42.431415","-2.481090","ES","1.05"
"2253","12_13","AP-68","42.437022","-2.426900","ES","1.65"
"2254","13_14","AP-68","42.384564","-2.120017","ES","1.9"
"2255","14_15","AP-68","42.344591","-2.041980","ES","1.1"
"2256","15_16","AP-68","42.252109","-1.914893","ES","2.6"
"2257","16_AP-15","AP-68","42.122847","-1.747408","ES","0.65"
"2258","AP-15_18","AP-68","42.059216","-1.689437","ES","1.25"
"2259","18_19","AP-68","41.864684","-1.390572","ES","3.4"
"2260","19_20","AP-68","41.770840","-1.188514","ES","2.8"
"2261","20_21","AP-68","41.776594","-1.140739","ES","0.4"
"2262","21_246","AP-68","41.763993","-1.096731","ES","2.3"
"2263","A-66_10","AP-71","42.542679","-5.714101","ES","1.4"
"2264","10_23","AP-71","42.455939","-5.873025","ES","2"
"2265","23_34","AP-71","42.445114","-5.968186","ES","1.9"
"2266","M-11_M-13","M-12","40.475411","-3.602343","ES","1.95"
"2267","M-40_M-12","R-2","40.500912","-3.612794","ES","1.05"
"2268","M-12_M-50","R-2","40.533089","-3.583434","ES","1.05"
"2269","M-50_M-100","R-2","40.507415","-3.440386","ES","2.15"
"2270","M-100_33","R-2","40.528236","-3.355668","ES","1.5"
"2271","33_44","R-2","40.567511","-3.289516","ES","1.75"
"2272","44_54","R-2","40.661991","-3.220861","ES","1.7"
"2273","54_60","R-2","40.666927","-3.161480","ES","1.15"
"2274","M-40_M-45","R-3","40.410175","-3.594267","ES","1.2"
"2275","M-45_M-50","R-3","40.395308","-3.559854","ES","0.55"
"2276","12_21","R-3","40.351497","-3.449879","ES","1.85"
"2277","21_A-3","R-3","40.299349","-3.412825","ES","1.25"
"2278","1_4","R-4","40.250407","-3.736756","ES","1.45"
"2279","4_12","R-4","40.197692","-3.745242","ES","1.45"
"2280","12_22","R-4","40.162119","-3.678343","ES","2.1"
"2281","22_29","R-4","40.089014","-3.670097","ES","1.3"
"2282","29_32","R-4","40.040227","-3.664776","ES","0.45"
"2283","32_38","R-4","40.018787","-3.645478","ES","0.9"
"2284","38_A40","R-4","39.977283","-3.589828","ES","2.95"
"2285","M-45_M-50","R-5","40.344666","-3.790180","ES","1.45"
"2286","AP-41_20","R-5","40.267913","-3.896919","ES","1.7"
"2287","20_28","R-5","40.258076","-3.934221","ES","1.7"
"2288","3_6","C-32","41.198540","1.545378","ES","0.65"
"2289","10_13","C-32","41.214532","1.632398","ES","2.1"
"2290","13_16","C-32","41.216742","1.671979","ES","2.1"
"2291","31_41","C-32","41.246016","1.845302","ES","6.6"
"2292","Cami Ral_86","C-32","41.482733","2.294536","ES","0.4"
"2293","86_92","C-32","41.497476","2.351516","ES","0.85"
"2294","92_94","C-32","41.515988","2.386421","ES","0.85"
"2295","104_105","C-32","41.558290","2.479263","ES","0.9"
"2296","105_108","C-32","41.565456","2.496112","ES","0.2"
"2297","108_109","C-32","41.577766","2.525401","ES","0.25"
"2298","109_111","C-32","41.587999","2.539121","ES","0.9"
"2299","124_130","C-32","41.670377","2.719786","ES","1.15"
"2300","C-58_1","C-33","41.478081","2.184319","ES","1.6"
"2301","AP-7_8","C-60","41.597716","2.332773","ES","0.15"
"2302","Tunel del Cadi","C-16","42.333523","1.838132","ES","12.26"
"2303","Tunels de Vallvidrera","C-16","41.417346","2.099614","ES","3.7"
"2304","Munt la Schera","Munt la Schera","46.639020","10.196575","CH","32"
"2305","Bogazici Koprusu","O-1","41.045465","29.034377","TR","1.41"
"2306","Fatih Sultan Mehmet Koprusu","O-2","41.091367","29.061782","TR","1.41"
"2307","Anadolu_Samandira","O-4","40.990364","29.184483","TR","0.6"
"2308","Sultanbeyli_Kurtkoy","O-4","40.941358","29.321825","TR","0.15"
"2309","Bati Hereke_Korfez","O-4","40.780016","29.665988","TR","0.3"
"2310","Dogu Izmit_Sapanca","O-4","40.704691","30.187615","TR","0.22"
"2311","Akyazi_Hendek","O-4","40.743334","30.667065","TR","0.67"
"2312","Duzce_Duzce Organize San.","O-4","40.821265","31.068334","TR","0.15"
"2313","Duzce Organize San._Kaynasli","O-4","40.790237","31.247732","TR","0.45"
"2314","Kaynasli_Abant","O-4","40.759492","31.421377","TR","1.79"
"2315","Abant_Bolu Bati","O-4","40.737165","31.535344","TR","0.15"
"2316","Bolu Bati_Caydurt","O-4","40.771886","31.675474","TR","0.22"
"2317","Caydurt_Yenicaga","O-4","40.756071","31.966349","TR","0.22"
"2318","Celtikci (Kizilcahamam)_Akinci","O-4","40.288630","32.478660","TR","0.3"
"2319","Seferihisar","O-32","38.347160","26.838011","TR","0.37"
"2320","Urla","O-32","38.320992","26.782255","TR","0.37"
"2321","Karaburun","O-32","38.300648","26.687402","TR","0.37"
"2322","Zeytinler","O-32","38.282624","26.564328","TR","0.37"
"2323","Alacati","O-32","38.279584","26.382342","TR","0.37"
"2324","Cesme","O-32","38.277058","26.319885","TR","0.37"
"2325","Isikkent_Tahtalicay","O-31","38.294832","27.225233","TR","0.6"
"2326","Tahtalicay_Torbali","O-31","38.201696","27.292144","TR","0.15"
"2327","Belevi_Germencik","O-31","37.924129","27.527567","TR","0.3"
"2328","Adana Dogu Alin_Ceyhan","O-52","36.983322","35.774088","TR","0.6"
"2329","Ceyhan_Toprakkale","O-52","37.013804","35.991271","TR","0.15"
"2330","Toprakkale_Osmaniye","O-52","37.087831","36.140135","TR","0.3"
"2331","Bahce_Komurler","O-52","37.182480","36.709804","TR","0.22"
"2332","Komurler_Narli","O-52","37.238796","36.947643","TR","0.45"
"2333","G. Antep Dogu_Nizip","O-52","37.032241","37.717232","TR","0.37"
"2334","Nizip_Birecik","O-52","37.046106","37.901722","TR","0.82"
"2335","Birecik_Suruc","O-52","37.102862","38.167303","TR","0.22"
"2336","Suruc_Sanliurfa","O-52","37.206115","38.583107","TR","0.52"
"2337","Ceyhan_Serbest Bolge","O-53","36.990946","35.981814","TR","0.15"
"2338","Serbest Bolge_Dortyol","O-53","36.910763","36.216079","TR","0.15"
"2339","Dortyol_Payas","O-53","36.799797","36.238735","TR","0.15"
"2340","Golcuk_Nigde Kuzey","O-21","38.139190","34.746428","TR","0.6"
"2341","Nigde Kuzey_Nigde","O-21","37.987170","34.735032","TR","0.07"
"2342","Nigde_Kemerhisar","O-21","37.803713","34.633293","TR","0.3"
"2343","Eminlik_Pozanti (Kuzey)","O-21","37.619898","34.734955","TR","1.49"
"2344","Pozanti (Kuzey)_Tekir","O-21","37.362702","34.826681","TR","0.45"
"2345","Camalan_O-51","O-21","37.053221","34.939704","TR","0.37"
"2346","Tarsus_Mersin Alin","O-51","36.955444","34.755161","TR","0.15"
"2347","Mahmutbey_Ispartakule","O-3","41.063229","28.784642","TR","0.74"
"2348","K.Burgaz_Selimpasa","O-3","41.051954","28.450353","TR","0.3"
"2349","Saray_Luleburgaz","O-3","41.443113","27.448328","TR","0.89"
"2350","Babaeski_Havsa","O-3","41.515178","27.105302","TR","0.6"
